Index,University,Artificial Intelligence & Machine Learning,Machine Learning,Data Science & Data Mining,Computer Vision & Image Processing,Natural Language Processing,Systems & Networking,Databases,Security & Privacy,Human Computer Interaction,Theoretical Computer Science,Software Engineering,Computer Graphics & Virtual Reality,Quantum Computing,Interdisciplinary Fields,Continent,Country
224,Michigan State University,0.0,6.513095238095239,0.0,18.610389610389607,0.744047619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,United States
225,Virginia Tech,0.0,6.919537815126051,0.0,3.4619047619047616,0.575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,United States
226,Kyungpook National University,0.0,0.25,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asia,South Korea
227,University of Kansas,0.0,0.7833333333333333,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,United States
228,University of Sheffield,0.0,3.3666666666666667,0.0,7.195952380952381,10.128174603174603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe,United Kingdom
229,University of Sydney,0.0,16.149603174603172,0.0,12.876190476190477,1.1012987012987012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Australasia,Australia
230,Tampere University,0.0,3.9416666666666655,0.0,16.282575757575763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe,Finland
231,HUST,0.0,2.5500000000000003,0.0,1.7857142857142854,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asia,China
232,Xidian University,0.0,3.1833333333333327,0.0,16.71154401154401,0.3904761904761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asia,China
233,Temple University,0.0,4.95,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,United States
234,Université Laval,0.0,6.738095238095236,0.0,12.074999999999998,0.6818181818181819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,Canada
235,University of Wollongong,0.0,1.8000000000000005,0.0,0.5111111111111111,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Australasia,Australia
236,Ben-Gurion University of the Negev,0.0,5.24952380952381,0.0,8.416666666666668,3.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asia,Israel
237,Queensland University of Technology,0.0,2.313131313131313,0.0,5.315079365079366,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Australasia,Australia
238,University of Colorado Boulder,0.0,8.298917748917747,0.0,2.625,12.523321123321123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,United States
239,York University,0.0,4.933333333333334,0.0,30.928210678210675,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,Canada
240,Rensselaer Polytechnic Institute,0.0,3.6583333333333328,0.0,1.472222222222222,1.6999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,United States
241,TU Kaiserslautern,0.0,1.876190476190476,0.0,7.878571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe,Germany
242,University of Crete,0.0,5.4,0.0,33.85238095238095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe,Greece
243,University of Bern,0.0,1.8333333333333333,0.0,13.558333333333335,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe,Switzerland
244,Tokyo Institute of Technology,0.0,0.6166666666666667,0.0,2.183333333333333,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asia,Japan
245,University of Technology Sydney,0.0,3.553571428571428,0.0,4.673809523809523,0.8928571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Australasia,Australia
246,Northwestern University,0.0,10.437301587301585,0.0,3.507671957671958,5.564703774486383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,United States
247,University of Calgary,0.0,1.6352564102564102,0.0,8.288178488178488,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,Canada
248,CWI,0.0,3.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe,Netherlands
249,University of Florida,0.0,1.901305683563748,0.0,3.342857142857143,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,United States
250,UNIST,0.0,1.7833333333333332,0.0,15.603571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asia,South Korea
251,NWPU,0.0,0.8527777777777779,0.0,12.546825396825394,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asia,China
252,TU Dortmund,0.0,4.0773809523809526,0.0,7.594047619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe,Germany
253,Kyoto University,0.0,2.643589743589744,0.0,4.238888888888889,3.715873015873016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asia,Japan
254,TU Clausthal,0.0,2.166666666666667,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe,Germany
255,Cleveland State University,0.0,0.0909090909090909,0.0,1.434523809523809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,United States
256,University of Texas at Arlington,0.0,4.721861471861471,0.0,6.321031746031746,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,United States
257,IIT Hyderabad,0.0,0.9166666666666664,0.0,2.2380952380952377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asia,India
258,The Hong Kong Polytechnic University,0.0,4.062734487734486,0.0,6.499783549783549,1.5190476190476188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asia,Hong Kong
259,University of York,0.0,2.238888888888889,0.0,9.576923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe,United Kingdom
260,Osaka University,0.0,0.9166666666666664,0.0,8.476190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asia,Japan
261,National Chiao Tung University,0.0,1.561111111111111,0.0,31.41071428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asia,Taiwan
262,Arizona State University,0.0,8.311904761904762,0.0,11.890079365079364,4.483766233766233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,United States
263,Tufts University,0.0,2.3095238095238093,0.0,2.033333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,United States
264,Rutgers University,0.0,9.194877344877346,0.0,5.481349206349208,1.9357142857142853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,United States
265,University of Cincinnati,0.0,0.2992424242424242,0.0,2.592857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,United States
266,University of Tsukuba,0.0,1.1583333333333332,0.0,11.458333333333334,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asia,Japan
267,Tulane University,0.0,1.7192982456140349,0.0,2.8999999999999995,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,United States
268,Georgia State University,0.0,1.3333333333333333,0.0,2.5055555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,United States
269,University of Szeged,0.0,1.0,0.0,1.375,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe,Hungary
270,University of Alberta,0.0,81.23023088023086,0.0,8.527380952380952,4.449206349206349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,Canada
271,Pennsylvania State University,0.0,14.856980519480512,0.0,13.909523809523805,9.484956709956707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,United States
272,University of Texas at Dallas,0.0,4.2,0.0,6.252777777777779,5.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,United States
273,SUTD,0.0,3.3166666666666664,0.0,3.1107142857142858,5.876190476190477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asia,Singapore
274,Iowa State University,0.0,3.176190476190476,0.0,1.2,0.4857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,United States
275,University of Glasgow,0.0,3.0,0.0,9.33095238095238,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe,United Kingdom
276,University of Pisa,0.0,4.509523809523808,0.0,1.3190476190476186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe,Italy
277,Université Paris Dauphine,0.0,1.4968253968253966,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe,France
278,Universidade de Lisboa,0.0,3.2761904761904765,0.0,7.53525641025641,3.4246031746031744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe,Portugal
279,UFRGS,0.0,0.9833333333333334,0.0,0.5,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South America,Brazil
280,University of Nottingham,0.0,1.0833333333333333,0.0,0.476190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe,United Kingdom
281,University of Virginia,0.0,9.987301587301586,0.0,6.000541125541126,4.436111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,United States
282,Maynooth University,0.0,2.5666666666666664,0.0,0.25,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe,Ireland
283,University of Iowa,0.0,4.866666666666666,0.0,0.3333333333333333,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,United States
284,Queen’s University,0.0,1.0333333333333332,0.0,0.0,4.128571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,Canada
285,Maastricht University,0.0,1.9333333333333331,0.0,0.7428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe,Netherlands
286,University of Strathclyde,0.0,0.3333333333333333,0.0,0.25,0.719298245614035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe,United Kingdom
287,McGill University,0.0,9.349206349206348,0.0,7.045238095238096,11.77186147186147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,Canada
288,University of Zurich,0.0,0.7337301587301588,0.0,5.7572510822510825,14.980263157894738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe,Switzerland
289,Washington State University,0.0,6.207575757575757,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,United States
290,HSE University,0.0,4.6,0.0,2.3428571428571425,0.7833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe,Russia
291,Freie Universitaet Berlin,0.0,0.1,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe,Germany
292,University of Guelph,0.0,8.233333333333334,0.0,8.944047619047618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,Canada
293,University of Saskatchewan,0.0,0.15,0.0,0.4768115942028985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,Canada
294,University of Vienna,0.0,2.833333333333333,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe,Austria
295,University of Auckland,0.0,1.325,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Australasia,New Zealand
296,Masaryk University,0.0,0.1666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe,Czech Republic
297,NJIT,0.0,1.0,0.0,1.0833333333333333,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,United States
298,Universidad de Chile,0.0,1.4999999999999998,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South America,Chile
299,IIT (BHU) Varanasi,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,United States
300,NYU Abu Dhabi,0.0,0.5,0.0,0.25,2.848484848484848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asia,United Arab Emirates
301,Georgetown University,0.0,7.000490196078431,0.0,1.7670995670995668,2.3039682539682533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,United States
302,King's College London,0.0,2.194444444444444,0.0,2.083333333333333,1.6785714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe,United Kingdom
303,Bocconi University,0.0,6.6198412698412685,0.0,1.0888888888888888,8.905555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe,Italy
304,University of Helsinki,0.0,15.02777777777778,0.0,0.2,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe,Finland
305,Politecnico di Milano,0.0,6.476068376068375,0.0,21.933766233766235,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe,Italy
306,EURECOM,0.0,1.0777777777777775,0.0,0.3333333333333332,0.5833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe,France
307,University of Connecticut,0.0,1.7928571428571425,0.0,2.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,United States
308,Polytechnique Montreal,0.0,7.115151515151515,0.0,3.205696058327637,0.5595238095238095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,Canada
309,University of Padova,0.0,2.75,0.0,1.95,1.4448773448773449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe,Italy
310,Stevens Institute of Technology,0.0,0.0769230769230769,0.0,4.633333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,United States
311,University of Tennessee,0.0,0.740909090909091,0.0,1.090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,United States
312,University of Mainz,0.0,0.5833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe,Germany
313,Univ. of California - Merced,0.0,1.6206349206349204,0.0,6.864826839826837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,United States
314,SUFE,0.0,1.2833333333333332,0.0,2.076190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asia,China
315,Qatar Computing Research Institute,0.0,2.1777777777777776,0.0,0.0,12.92073844030366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asia,Qatar
316,University of Leipzig,0.0,0.3333333333333333,0.0,0.2,4.122727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe,Germany
317,McMaster University,0.0,6.778571428571428,0.0,0.7333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,Canada
318,IISc Bangalore,0.0,10.228571428571428,0.0,6.48452380952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asia,India
319,Vanderbilt University,0.0,2.9170995670995667,0.0,4.604004329004329,0.3838383838383837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,United States
320,University of Essex,0.0,4.866666666666666,0.0,2.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe,United Kingdom
321,University of Arizona,0.0,4.127380952380952,0.0,5.977380952380953,5.092857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,United States
322,Birkbeck University of London,0.0,0.5178571428571428,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe,United Kingdom
323,UCCS,0.0,1.8333333333333333,0.0,7.476190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,United States
324,TU Wien,0.0,6.542099567099567,0.0,10.62857142857143,3.066666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe,Austria
325,Florida International University,0.0,1.8111111111111111,0.0,0.9166666666666666,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,United States
326,Univ. of California - Riverside,0.0,6.126190476190476,0.0,8.628388278388275,1.4916666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,United States
327,Worcester Polytechnic Institute,0.0,0.2,0.0,1.8249999999999995,0.6428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,United States
328,Western University,0.0,0.6666666666666666,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,Canada
329,Université de Sherbrooke,0.0,0.9333333333333332,0.0,2.194444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,Canada
330,University of Regensburg,0.0,0.1909090909090909,0.0,2.756128958760538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe,Germany
331,Mohammed VI Polytechnic University,0.0,0.1428571428571428,0.0,0.726190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Africa,Morocco
332,Sungkyunkwan University,0.0,0.95,0.0,4.433333333333334,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asia,South Korea
333,Goethe University Frankfurt,0.0,0.65,0.0,1.0666666666666669,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe,Germany
334,Istanbul Technical University,0.0,0.4166666666666666,0.0,3.416666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asia,Turkey
335,Xi'an Jiaotong University,0.0,3.1619047619047618,0.0,12.314285714285708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asia,China
336,University of Erlangen–Nuremberg,0.0,0.0454545454545454,0.0,2.5111111111111115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe,Germany
337,IIT Kanpur,0.0,6.449999999999999,0.0,3.104761904761905,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asia,India
338,Kent State University,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,United States
339,IT University of Copenhagen,0.0,2.5,0.0,1.1666666666666663,4.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe,Denmark
340,University of Hamburg,0.0,2.3833333333333337,0.0,2.276190476190476,4.225108225108224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe,Germany
341,University of Victoria,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,Canada
342,National Cheng Kung University,0.0,0.0,0.0,2.4777777777777774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asia,Taiwan
343,RMIT University,0.0,1.3290043290043287,0.0,1.8333333333333333,1.6776556776556772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Australasia,Australia
344,University of Manitoba,0.0,0.95,0.0,2.176190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,Canada
345,CUNY,0.0,1.5,0.0,3.583333333333333,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,United States
346,University of Houston,0.0,1.5,0.0,1.1666666666666663,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,United States
347,University of Notre Dame,0.0,2.6166666666666667,0.0,4.37142857142857,0.8944444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,United States
348,Auburn University,0.0,2.533333333333333,0.0,2.628571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,United States
349,Bauhaus University Weimar,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe,Germany
350,IIT Roorkee,0.0,0.3333333333333333,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asia,India
351,IIT Delhi,0.0,5.283333333333332,0.0,2.4095238095238094,6.183333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asia,India
352,Texas State University,0.0,0.95,0.0,1.5857142857142856,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,United States
353,PTIT,0.0,0.0,0.0,0.3928571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asia,Vietnam
354,UiT The Arctic University of Norway,0.0,0.4523809523809522,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe,Norway
355,Boston College,0.0,0.0,0.0,0.8916666666666666,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,United States
356,Drexel University,0.0,2.0738095238095235,0.0,0.6539682539682539,1.0523809523809522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,United States
357,University of North Texas,0.0,1.0075757575757576,0.0,2.4333333333333327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,United States
358,Utah State University,0.0,0.0,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,United States
359,Colorado State University,0.0,1.119298245614035,0.0,1.8000000000000005,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,United States
360,University of Cape Town,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Africa,South Africa
361,University of Missouri,0.0,0.5,0.0,1.1833333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,United States
362,Macquarie University,0.0,3.549206349206349,0.0,6.014891395154555,1.707440476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Australasia,Australia
363,University of Southampton,0.0,2.3666666666666667,0.0,2.333333333333333,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe,United Kingdom
364,Friedrich Schiller University Jena,0.0,1.1428571428571428,0.0,4.966666666666667,1.52034632034632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe,Germany
365,IIT Jodhpur,0.0,0.65,0.0,3.1500000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asia,India
366,USP-ICMC,0.0,1.125,0.0,3.75,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South America,Brazil
367,KIIT Bhubaneswar,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asia,India
368,IIT Bombay,0.0,9.533333333333331,0.0,3.333333333333333,6.740909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asia,India
369,Hong Kong Baptist University,0.0,2.719480519480519,0.0,3.684523809523809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asia,Hong Kong
370,BITS Pilani,0.0,0.0,0.0,0.8928571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asia,India
371,University of Liverpool,0.0,4.338227513227513,0.0,3.2428571428571438,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe,United Kingdom
372,New Mexico State University,0.0,2.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,United States
373,MUST,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asia,Macao
374,Old Dominion University,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,United States
375,Tilburg University,0.0,0.6666666666666666,0.0,0.8333333333333333,2.749999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe,Netherlands
376,University of Buenos Aires,0.0,0.5,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South America,Argentina
377,Qatar University,0.0,0.0,0.0,0.2857142857142856,0.9123376623376622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asia,Qatar
378,Humboldt University of Berlin,0.0,1.1666666666666663,0.0,0.4999999999999999,10.80952380952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe,Germany
379,University of Malta,0.0,0.0,0.0,1.0,2.509523809523809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe,Malta
380,University of Cologne,0.0,9.858333333333334,0.0,1.8333333333333333,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe,Germany
381,Heriot-Watt University,0.0,0.5833333333333333,0.0,1.7999999999999998,6.2250000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe,United Kingdom
382,University of Otago,0.0,0.45,0.0,1.25,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Australasia,New Zealand
383,Paderborn University,0.0,1.8333333333333333,0.0,0.3333333333333333,0.0416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe,Germany
384,University of A Coruña,0.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe,Spain
385,University of Mannheim,0.0,1.333333333333333,0.0,0.8333333333333331,3.1202380952380944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe,Germany
386,University of Illinois at Chicago,0.0,5.767063492063491,0.0,0.95,6.144047619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,United States
387,University of Ioannina,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe,Greece
388,Università della Svizzera italiana,0.0,0.45,0.0,0.1428571428571428,1.3928571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe,Switzerland
389,Univ. of Maryland - Baltimore County,0.0,2.2,0.0,2.0166666666666666,1.4166666666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,United States
390,Dalhousie University,0.0,1.7833333333333332,0.0,0.75,1.6666666666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,Canada
