Full Name,Normalized Score
Taeyoung Kim,0.04
Ahmad Humayun,0.04
David Tsai,0.04
James M Rehg,0.04
Guanbin Li,0.25
Yizhou Yu,0.25
Huaijia Lin,0.1111111111111111
Xiaojuan Qi,0.1111111111111111
Jiaya Jia,0.1111111111111111
Volodymyr Mnih,0.1111111111111111
Koray Kavukcuoglu,0.1111111111111111
Artsiom Ablavatski,0.1111111111111111
Shijian Lu,0.1111111111111111
Jianfei Cai,0.1111111111111111
Anish Athalye,0.1111111111111111
David Wagner,0.1111111111111111
William Peebles,0.02040816326530612
Jonas Wulff,0.02040816326530612
Leon A Gatys,0.1111111111111111
Alexander S Ecker,0.1111111111111111
Matthias Bethge,0.1111111111111111
Chuan Li,0.25
Michael Wand,0.25
Taesung Park,0.0625
Ting-Chun Wang,0.0625
Antreas Antoniou,0.1111111111111111
Amos Storkey,0.1111111111111111
Harrison Edwards,0.1111111111111111
Jianmin Bao,0.04
Dong Chen,0.04
Fang Wen,0.04
Houqiang Li,0.04
Gang Hua,0.04
Anil Bas,0.25
William AP Smith,0.25
Tal Hassner,0.0625
Shai Harel,0.0625
Eran Paz,0.0625
Roee Enbar,0.0625
Hongjun Jia,0.25
Aleix M Martinez,0.25
Yi Sun,0.0625
Yuheng Chen,0.0625
Xiaogang Wang,0.0625
Pascal Vincent,0.1111111111111111
Emily Denton,0.25
Deng-Ping Fan,0.027777777777777776
Jiang-Jiang Liu,0.027777777777777776
Shang- Hua Gao,0.027777777777777776
Qibin Hou,0.027777777777777776
Ali Borji,0.027777777777777776
Clément Godard,0.1111111111111111
Oisin Mac Aodha,0.1111111111111111
Gabriel J. Brostow,0.1111111111111111
Boru Jiang,0.04
Ruixua Luo,0.04
Jiayuan Mao,0.04
Tete Xiao,0.04
Yun-ing Jiang,0.04
Sam Hare,0.02040816326530612
Stuart Golodetz,0.02040816326530612
Stephen L. Hicks,0.02040816326530612
Philip H. S. Torr,0.02040816326530612
Philipp Bergmann,0.1111111111111111
Tim Meinhardt,0.1111111111111111
Laura Leal-Taixe,0.1111111111111111
Francesco Paolo Casale,0.1111111111111111
Jonathan Gordon,0.1111111111111111
Nicolo Fusi,0.1111111111111111
Liam Li,0.25
Ameet Talwalkar,0.25
Christian Sciuto,0.04
Kaicheng Yu,0.04
Martin Jaggi,0.04
Claudiu Musat,0.04
Mathieu Salzmann,0.04
Vijay Vasudevan,0.0625
Jonathon Shlens,0.0625
Quoc V Le,0.0625
George Adam,0.25
Jonathan Lorraine,0.25
Qingshan Liu,0.0625
Jing Yang,0.0625
Martin Koestinger,0.0625
Paul Wohlhart,0.0625
Peter M Roth,0.0625
Ronald Yu,0.04
Shunsuke Saito,0.04
Haoxiang Li,0.04
Duygu Ceylan,0.04
Hao Li,0.04
Felix Kuhnke,0.25
Jorn Ostermann,0.25
Amin Jourabloo,0.25
Xiaoming Liu,0.25
Jonathan T Barron,0.04
Jun Fu,0.02040816326530612
Jing Liu,0.02040816326530612
Haijie Tian,0.02040816326530612
Yong Li,0.02040816326530612
Yongjun Bao,0.02040816326530612
Zhiwei Fang,0.02040816326530612
Hanqing Lu,0.02040816326530612
Hassan Alhaija,0.04
Siva Mustikovela,0.04
Lars Mescheder,0.04
An-drease Geiger,0.04
Gedas Bertasius,0.1111111111111111
Jianbo Shi,0.1111111111111111
Lorenzo Torresani,0.1111111111111111
Justin Domke,0.1111111111111111
Alap Karapurkar,0.1111111111111111
Yiannis Aloimonos,0.1111111111111111
Junlin Lan,0.04
Shaojin Cai,0.04
Yuyang Xue,0.04
Qinquan Gao,0.04
Min Du 0001,0.04
Hejun Zhang,0.04
Zhida Wu,0.04
Yanglin Deng,0.04
Yuxiu Huang,0.04
Tong Tong 0001,0.04
Gang Chen,0.04
Christoph Bregler,0.25
Stephen M. Omohundro,0.25
Hehe Fan,0.0625
Liang Zheng,0.0625
Chenggang Yan,0.0625
Victor S. Lempitsky,0.015625
Zhun Zhong,0.04
Zhedong Zheng,0.04
Shaozi Li,0.04
Xianjie Chen,0.027777777777777776
Roozbeh Mottaghi,0.027777777777777776
Xiaobai Liu,0.027777777777777776
