Full Name,Normalized Score
Vihan Jain,0.027777777777777776
Gabriel Magalhaes,0.027777777777777776
Alexander Ku,0.027777777777777776
Ashish Vaswani,0.027777777777777776
Eugene Ie,0.027777777777777776
Jason Baldridge,0.027777777777777776
Noam Shazeer,0.015625
Niki Parmar,0.015625
Jakob Uszkoreit,0.015625
Llion Jones,0.015625
Aidan N Gomez,0.015625
Łukasz Kaiser,0.015625
Illia Polosukhin,0.015625
Saurabh Gupta,0.04
James Davidson,0.04
Sergey Levine,0.04
Rahul Sukthankar,0.04
Jitendra Malik,0.04
Name1,0.25
Name2,0.25
Peter Anderson,0.04
Ayush Shrivastava,0.04
Devi Parikh,0.04
Dhruv Batra,0.04
Stefan Lee,0.04
Kara-Ali Aliev,0.04
Artem Sevastopolsky,0.04
Maria Kolos,0.04
Dmitry Ulyanov,0.04
Victor Lempitsky,0.04
Robert L. Cook 0001,1.0
Christian Reiser,0.0625
Songyou Peng,0.0625
Yiyi Liao,0.0625
Andreas Geiger,0.0625
Stephan J. Garbin,0.04
Marek Kowalski,0.04
Matthew Johnson 0003,0.04
Jamie Shotton,0.04
Julien P. C. Valentin,0.04
Diederik P. Kingma,0.25
Jimmy Ba,0.25
Kelvin CK Chan,0.0625
Shangchen Zhou,0.0625
Xiangyu Xu,0.0625
Chen Change Loy,0.0625
EYK Ng,0.0625
Jen Hong Tan,0.0625
U Rajendra Acharya,0.0625
Jasjit S Suri,0.0625
Luca Bogoni,1.0
Nicolas Bonneel,0.027777777777777776
James Tompkin,0.027777777777777776
Kalyan Sunkavalli,0.027777777777777776
De- qing Sun,0.027777777777777776
Sylvain Paris,0.027777777777777776
Hanspeter Pﬁster,0.027777777777777776
Jose Caballero,0.02040816326530612
Christian Ledig,0.02040816326530612
Andrew Aitken,0.02040816326530612
Alejandro Acosta,0.02040816326530612
Johannes Totz,0.02040816326530612
Zehan Wang,0.02040816326530612
Wenzhe Shi,0.02040816326530612
Hossein Azizpour,0.25
Ivan Laptev,0.25
Yutong Bai,0.027777777777777776
Qing Liu,0.027777777777777776
Lingxi Xie,0.027777777777777776
Weichao Qiu,0.027777777777777776
Yan Zheng,0.027777777777777776
Alan L Yuille,0.027777777777777776
Alexander C Berg,0.1111111111111111
Tamara L Berg,0.1111111111111111
Angel X. Chang,0.005917159763313609
Thomas A. Funkhouser,0.005917159763313609
Leonidas J. Guibas,0.005917159763313609
Pat Hanrahan,0.005917159763313609
Qi-Xing Huang,0.005917159763313609
Zimo Li,0.005917159763313609
Silvio Savarese,0.005917159763313609
Manolis Savva,0.005917159763313609
Shuran Song,0.005917159763313609
Hao Su 0001,0.005917159763313609
Jianxiong Xiao,0.005917159763313609
Li Yi 0001,0.005917159763313609
Fisher Yu 0001,0.005917159763313609
Wei-Lun Chang,0.0625
Hui-Po Wang,0.0625
Wen-Hsiao Peng,0.0625
Wei- Chen Chiu,0.0625
United States Environmental Protection Agency,1.0
Yu-Ting Chang,0.027777777777777776
Qiaosong Wang,0.027777777777777776
Wei-Chih Hung,0.027777777777777776
Robinson Piramuthu,0.027777777777777776
Yi-Hsuan Tsai,0.027777777777777776
Ming-Hsuan Yang,0.027777777777777776
Liang-Chieh Chen,0.0625
George Papandreou,0.0625
Florian Schroff,0.0625
Hartwig Adam,0.0625
Yanghao Li,0.0625
Yuntao Chen,0.0625
Naiyan Wang,0.0625
Zhaoxiang Zhang,0.0625
Joao Sousa,0.1111111111111111
Ana Rebelo,0.1111111111111111
Jaime S Cardoso,0.1111111111111111
Xinqian Gu,0.04
Hong Chang,0.04
Bingpeng Ma,0.04
Hongkai Zhang,0.04
Xilin Chen,0.04
Minxian Li,0.1111111111111111
Xiatian Zhu,0.1111111111111111
Shaogang Gong,0.1111111111111111
Guan'an Wang,0.027777777777777776
Tianzhu Zhang,0.027777777777777776
Jian Cheng,0.027777777777777776
Si Liu,0.027777777777777776
Yang Yang,0.027777777777777776
Zengguan Hou,0.027777777777777776
Zhixiang Wang,0.04
Zheng Wang,0.04
Yinqiang Zheng,0.04
Yung-Yu Chuang,0.04
Shin’ichi Satoh,0.04
Huafeng Li,0.02040816326530612
Kaixiong Xu,0.02040816326530612
Jinxing Li,0.02040816326530612
Guangming Lu,0.02040816326530612
Yong Xu,0.02040816326530612
Zhengtao Yu,0.02040816326530612
David Zhang,0.02040816326530612
Benjamin Recht,0.0625
Rebecca Roelofs,0.0625
Ludwig Schmidt,0.0625
Vaishaal Shankar,0.0625
Dawei Dai,0.1111111111111111
Liping Yu,0.1111111111111111
Hui Wei,0.1111111111111111
Hongyun Gao,0.0625
